,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
2901,SO - 0001115,2017-03-13,Wholesale,12,3993.2000000000003,47918.4,3034.8320000000003,958.3679999999999,Wordtune Company,Product 10,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,89030,Northeast,864331.624
2902,SO - 0004569,2017-03-13,Wholesale,7,2767.1,19369.7,1632.589,1134.511,Camido Company,Product 5,Dakota County,MN,Minnesota,City,44.76774,-93.27772,61481,Midwest,3925424.5420000004
2903,SO - 0007175,2017-03-13,Wholesale,11,1018.4,11202.4,824.904,193.49599999999998,Podcat Corp,Product 16,Cook County,IL,Illinois,Village,41.88503,-87.7845,52287,Midwest,2062061.144
2904,SO - 0009042,2017-03-13,Wholesale,10,1313.2,13132.0,945.504,367.696,Army Group,Product 25,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,115056,Midwest,5342315.484
2905,SO - 000537,2017-03-13,Distributor,8,2492.4,19939.2,1320.9720000000002,1171.4279999999999,Snaptags Ltd,Product 28,King County,WA,Washington,City,47.32232,-122.31262,95171,West,1003867.767
2906,SO - 000762,2017-03-13,Wholesale,7,2552.7000000000003,17868.9,1429.5120000000004,1123.1879999999999,Vinte Group,Product 2,Hillsborough County,FL,Florida,CDP,27.9378,-82.28592,106604,South,3050087.565
2907,SO - 000866,2017-03-13,Distributor,12,1112.2,13346.400000000001,578.344,533.856,Skyble Corp,Product 29,Adams County,CO,Colorado,City,39.80832,-104.93387,53696,West,594471.5700000001
2908,SO - 0002686,2017-03-13,Distributor,11,2251.2000000000003,24763.200000000004,1148.112,1103.0880000000002,Realbuzz Ltd,Product 16,Orange County,CA,California,City,33.52253,-117.70755,65806,West,2062061.144
2909,SO - 0003034,2017-03-13,Export,9,3195.9,28763.100000000002,2588.679,607.221,Zooveo Company,Product 22,Mobile County,AL,Alabama,City,30.69436,-88.04305,194288,South,663601.902
2910,SO - 0003803,2017-03-13,Distributor,7,1889.4,13225.800000000001,1190.3220000000001,699.078,Golden Corp,Product 24,Missoula County,MT,Montana,City,46.87215,-113.994,71022,West,756557.97
2911,SO - 0004510,2017-03-13,Wholesale,10,2512.5,25125.0,1331.625,1180.875,Voolia Ltd,Product 3,Hidalgo County,TX,Texas,City,26.21591,-98.32529,83298,South,2642352.432
2912,SO - 0006497,2017-03-13,Wholesale,11,1842.5,20267.5,810.7,1031.8,Aimbo Corp,Product 13,Benton County,AR,Arkansas,City,36.33202,-94.11854,63159,South,3720639.645
2913,SO - 0006567,2017-03-13,Distributor,12,1145.7,13748.400000000001,756.162,389.538,Wordware Company,Product 21,Westchester County,NY,New York,City,41.03399,-73.76291,58459,Northeast,959899.2180000001
2914,SO - 0006865,2017-03-13,Wholesale,10,2438.8,24388.0,1365.7280000000003,1073.072,Linklinks Ltd,Product 25,Orange County,CA,California,City,33.87224,-117.87034,52495,West,5342315.484
2915,SO - 0009220,2017-03-13,Distributor,12,3966.4,47596.8,1705.552,2260.848,Skiptube Ltd,Product 20,Boulder County,CO,Colorado,City,40.01499,-105.27055,107349,West,2067108.1199999999
2916,SO - 0001749,2017-03-13,Export,10,971.5,9715.0,689.765,281.735,Chatterbri Ltd,Product 17,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,164549,West,2119616.824
2917,SO - 0002113,2017-03-13,Wholesale,8,1065.3,8522.4,575.2620000000001,490.0379999999999,Zoovu Corp,Product 20,Miami-Dade County,FL,Florida,City,25.46872,-80.47756,66498,South,2067108.1199999999
2918,SO - 0002561,2017-03-13,Wholesale,9,3825.7000000000003,34431.3,2295.42,1530.2800000000002,Yombu Corp,Product 14,Montgomery County,AL,Alabama,City,32.36681,-86.29997,200602,South,4028698.4090000005
2919,SO - 0003121,2017-03-13,Export,6,1172.5,7035.0,656.6,515.9,Mita Corp,Product 12,Wayne County,MI,Michigan,City,42.24087,-83.26965,61568,Midwest,1356976.996
2920,SO - 0003538,2017-03-13,Wholesale,11,1051.9,11570.900000000001,831.0010000000001,220.899,Aimbo Corp,Product 4,Los Angeles County,CA,California,City,33.98168,-118.22507,59430,West,2885560.824
2921,SO - 0007996,2017-03-13,Wholesale,5,991.6,4958.0,644.5400000000001,347.05999999999995,sanofi-ave Group,Product 5,DuPage County,IL,Illinois,Township,41.94563,-88.08462,113024,Midwest,3925424.5420000004
2922,SO - 0008261,2017-03-13,Wholesale,5,227.8,1139.0,148.07000000000002,79.72999999999999,Talane Group,Product 15,Los Angeles County,CA,California,City,33.98168,-118.22507,59430,West,3299478.315
2923,SO - 0001144,2017-03-13,Wholesale,8,2579.5,20636.0,2089.395,490.105,Cantrell Company,Product 5,Lake County,IL,Illinois,Township,42.28417,-87.94521,53919,Midwest,3925424.5420000004
2924,SO - 0001413,2017-03-13,Export,7,1125.6000000000001,7879.200000000001,619.0800000000002,506.52,American Corp,Product 15,Bristol County,MA,Massachusetts,City,41.63622,-70.93421,94958,Northeast,3299478.315
2925,SO - 0001500,2017-03-13,Wholesale,5,1842.5,9212.5,1308.175,534.325,Tagfeed Ltd,Product 19,Wayne County,MI,Michigan,City,42.32226,-83.17631,95171,Midwest,1645841.6
2926,SO - 0005451,2017-03-13,Wholesale,8,3390.2000000000003,27121.600000000002,2339.238,1050.9620000000004,Chatterbri Ltd,Product 20,Los Angeles County,CA,California,City,33.84918,-118.38841,68166,West,2067108.1199999999
2927,SO - 0009611,2017-03-13,Distributor,6,2572.8,15436.800000000001,1595.1360000000002,977.664,Remedy Ltd,Product 21,Wayne County,MI,Michigan,City,42.24087,-83.26965,61568,Midwest,959899.2180000001
2928,SO - 0004522,2017-03-13,Wholesale,12,1051.9,12622.800000000001,452.317,599.5830000000001,Pfizer Corp,Product 7,San Joaquin County,CA,California,City,37.9577,-121.29078,305658,West,889737.555
2929,SO - 0007724,2017-03-13,Wholesale,11,261.3,2874.3,138.489,122.811,Accudial Company,Product 25,Broward County,FL,Florida,City,26.1716,-80.26163,92700,South,5342315.484
2930,SO - 0008171,2017-03-13,Distributor,10,2318.2000000000003,23182.000000000004,1553.1940000000002,765.0060000000001,Unit Ltd,Product 17,Kings County,CA,California,City,36.32745,-119.64568,55659,West,2119616.824
2931,SO - 000400,2017-03-13,Wholesale,6,5708.400000000001,34250.4,2682.9480000000003,3025.452,Skidoo Company,Product 10,Cook County/DuPage County,IL,Illinois,Village,42.02901,-88.08366,74693,Midwest,864331.624
2932,SO - 0004452,2017-03-13,Distributor,8,2318.2000000000003,18545.600000000002,1043.19,1275.0100000000002,CLINIQUE Ltd,Product 1,Salt Lake County,UT,Utah,City,40.60967,-111.9391,111946,West,3016489.209
2933,SO - 0005388,2017-03-13,Export,5,167.5,837.5,105.525,61.974999999999994,CARDINAL Group,Product 18,Marion County,IN,Indiana,Township,39.87571,-86.26625,81408,Midwest,2309499.045
2934,SO - 0006415,2017-03-13,Export,9,4013.3,36119.700000000004,2809.31,1203.9900000000002,Zoonder Group,Product 4,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,66311,Northeast,2885560.824
2935,SO - 0006937,2017-03-13,Export,7,1085.4,7597.800000000001,792.3420000000001,293.058,Trunyx Ltd,Product 25,Clark County,NV,Nevada,City,36.19886,-115.1175,234807,West,5342315.484
2936,SO - 0007788,2017-03-13,Distributor,6,1922.9,11537.400000000001,999.9080000000001,922.992,Realpoint Corp,Product 16,Palm Beach County,FL,Florida,City,26.82339,-80.13865,52923,South,2062061.144
2937,SO - 0009049,2017-03-13,Wholesale,10,3886.0,38860.0,1748.7,2137.3,State Ltd,Product 9,Maricopa County,AZ,Arizona,City,33.4356,-112.3496,80684,West,710415.405
2938,SO - 0010217,2017-03-13,Wholesale,11,978.2,10760.2,538.0100000000001,440.18999999999994,Nexus Group,Product 26,Will County,IL,Illinois,Township,41.5136,-87.84645,58934,Midwest,5685138.2700000005
2939,SO - 0008433,2017-03-13,Distributor,7,5909.400000000001,41365.8,4432.05,1477.3500000000004,Accord Group,Product 2,King County/Pierce County,WA,Washington,City,47.30377,-122.21,77006,West,3050087.565
2940,SO - 0010590,2017-03-13,Distributor,12,1896.1000000000001,22753.2,796.3620000000001,1099.738,US Ltd,Product 18,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,110402,Northeast,2309499.045
2941,SO - 0001199,2017-03-14,Wholesale,6,1025.1000000000001,6150.6,594.558,430.54200000000014,Zoomzone Corp,Product 15,Shelby County,TN,Tennessee,City,35.20453,-89.87398,58579,South,3299478.315
2942,SO - 0003193,2017-03-14,Distributor,8,1152.4,9219.2,460.96000000000004,691.44,Blogspan Ltd,Product 25,Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,99262,Northeast,5342315.484
2943,SO - 0005649,2017-03-14,Wholesale,9,2003.3,18029.7,1482.442,520.858,Browsetype Corp,Product 3,San Diego County,CA,California,City,33.15809,-117.35059,113453,West,2642352.432
2944,SO - 0006430,2017-03-14,Distributor,10,1112.2,11122.0,500.49,611.71,Aveda Group,Product 17,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,53366,Northeast,2119616.824
2945,SO - 0009608,2017-03-14,Distributor,7,6217.6,43523.200000000004,4974.080000000001,1243.5199999999995,Devpoint Group,Product 15,Yolo County,CA,California,City,38.58046,-121.53023,52721,West,3299478.315
2946,SO - 000783,2017-03-14,Wholesale,11,3865.9,42524.9,3092.7200000000003,773.1799999999998,Deseret Group,Product 25,San Diego County,CA,California,City,32.71533,-117.15726,1394928,West,5342315.484
2947,SO - 0001299,2017-03-14,Distributor,9,1172.5,10552.5,926.2750000000001,246.2249999999999,Mylan Corp,Product 26,Los Angeles County,CA,California,City,34.13612,-117.86534,52009,West,5685138.2700000005
2948,SO - 0005892,2017-03-14,Wholesale,12,247.9,2974.8,193.36200000000002,54.53799999999998,WOONSOCKET Corp,Product 3,Kendall County/Kane County/Will County/DuPage County,IL,Illinois,City,41.76346,-88.2901,200661,Midwest,2642352.432
2949,SO - 0007365,2017-03-14,Wholesale,5,6043.400000000001,30217.000000000004,2659.0960000000005,3384.304,Actavis Company,Product 4,Contra Costa County,CA,California,City,38.00492,-121.80579,110542,West,2885560.824
2950,SO - 0009429,2017-03-14,Export,10,1125.6000000000001,11256.000000000002,709.128,416.4720000000001,Aveda Group,Product 2,Will County,IL,Illinois,Township,41.59625,-88.08915,60056,Midwest,3050087.565
2951,SO - 0008881,2017-03-14,Distributor,9,1206.0,10854.0,747.72,458.28,Epic Group,Product 25,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,Midwest,5342315.484
2952,SO - 0001841,2017-03-14,Export,8,3805.6,30444.8,1598.3519999999999,2207.248,Skidoo Company,Product 19,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,441003,South,1645841.6
2953,SO - 0002037,2017-03-14,Wholesale,5,1929.6000000000001,9648.0,1466.496,463.10400000000004,Mycone Ltd,Product 6,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,112225,Midwest,1672229.416
2954,SO - 0003456,2017-03-14,Wholesale,6,3926.2000000000003,23557.2,2905.3880000000004,1020.8119999999999,Quaxo Ltd,Product 25,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,164549,West,5342315.484
2955,SO - 0006297,2017-03-14,Wholesale,10,3859.2000000000003,38592.0,1698.0480000000002,2161.152,Rochester Group,Product 5,Orange County,CA,California,City,33.83529,-117.9145,350742,West,3925424.5420000004
2956,SO - 0007316,2017-03-14,Distributor,7,2793.9,19557.3,1452.8280000000002,1341.072,Linklinks Ltd,Product 2,Cook County,IL,Illinois,Township,42.02911,-88.08951,132162,Midwest,3050087.565
2957,SO - 0010690,2017-03-14,Distributor,5,5969.7,29848.5,4417.5779999999995,1552.1220000000003,Sanum-Kehl Group,Product 19,Missoula County,MT,Montana,City,46.87215,-113.994,71022,West,1645841.6
2958,SO - 0009128,2017-03-14,Wholesale,9,1862.6000000000001,16763.4,1564.584,298.0160000000001,Muxo Group,Product 16,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,110268,South,2062061.144
2959,SO - 0001984,2017-03-14,Export,12,2405.3,28863.600000000002,1803.9750000000001,601.325,Brainspher Ltd,Product 20,Craighead County,AR,Arkansas,City,35.8423,-90.70428,73907,South,2067108.1199999999
2960,SO - 0002797,2017-03-14,Distributor,11,1782.2,19604.2,1461.404,320.79600000000005,Epic Group,Product 15,New Haven County,CT,Connecticut,Town,41.22509,-73.06111,53592,Northeast,3299478.315
2961,SO - 0006147,2017-03-14,Wholesale,12,2512.5,30150.0,1231.125,1281.375,Mylan Corp,Product 26,Broward County,FL,Florida,City,26.12759,-80.2331,92560,South,5685138.2700000005
2962,SO - 0007241,2017-03-14,Distributor,6,2010.0,12060.0,964.8,1045.2,Jayo Company,Product 25,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,Midwest,5342315.484
2963,SO - 0007356,2017-03-14,Distributor,7,1085.4,7597.800000000001,846.6120000000001,238.788,Nlounge Ltd,Product 13,Elkhart County,IN,Indiana,Township,41.65183,-85.94312,55462,Midwest,3720639.645
2964,SO - 0010054,2017-03-14,Wholesale,9,1018.4,9165.6,488.832,529.568,Podcat Corp,Product 7,Sacramento County,CA,California,City,38.58157,-121.4944,490712,West,889737.555
2965,SO - 0009082,2017-03-14,Export,6,5835.7,35014.2,2917.85,2917.85,Skinder Group,Product 5,Webb County,TX,Texas,City,27.50641,-99.50754,255473,South,3925424.5420000004
2966,SO - 0002243,2017-03-14,Distributor,11,3363.4,36997.4,2354.38,1009.02,Linklinks Ltd,Product 26,Palm Beach County,FL,Florida,City,26.35869,-80.0831,93235,South,5685138.2700000005
2967,SO - 0002773,2017-03-14,Wholesale,5,1025.1000000000001,5125.500000000001,430.54200000000003,594.5580000000001,Viva Ltd,Product 15,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,170674,South,3299478.315
2968,SO - 0003837,2017-03-14,Distributor,5,3979.8,19899.0,2706.264,1273.536,Chatterbri Ltd,Product 9,DuPage County,IL,Illinois,Township,41.94563,-88.08462,113024,Midwest,710415.405
2969,SO - 0004744,2017-03-14,Distributor,8,2934.6,23476.8,1496.646,1437.954,Vinte Group,Product 6,Lee County,FL,Florida,City,26.56285,-81.94953,175229,South,1672229.416
2970,SO - 0005733,2017-03-14,Wholesale,11,2726.9,29995.9,1636.14,1090.76,Realbuzz Ltd,Product 17,Alameda County,CA,California,City,37.66243,-121.87468,79510,West,2119616.824
2971,SO - 0007719,2017-03-14,Wholesale,8,1011.7,8093.6,424.914,586.7860000000001,Tagfeed Ltd,Product 9,San Joaquin County,CA,California,City,37.79743,-121.21605,75448,West,710415.405
2972,SO - 0008288,2017-03-14,Export,8,857.6,6860.8,660.3520000000001,197.24799999999993,Rochester Group,Product 21,Caldwell County/Hays County/Guadalupe County,TX,Texas,City,29.8729,-97.93773,60684,South,959899.2180000001
2973,SO - 0003067,2017-03-14,Wholesale,6,1038.5,6231.0,467.325,571.175,Pacific Ltd,Product 1,Orange County,CA,California,City,33.64697,-117.68922,82492,West,3016489.209
2974,SO - 0003168,2017-03-14,Wholesale,10,6123.8,61238.0,2816.9480000000003,3306.852,Remedy Ltd,Product 13,Clark County,NV,Nevada,City,36.17497,-115.13722,623747,West,3720639.645
2975,SO - 0004016,2017-03-14,Distributor,9,3899.4,35094.6,3080.5260000000003,818.8739999999998,Buzzshare Company,Product 4,Hamilton County,IN,Indiana,Township,40.05365,-86.02173,56473,Midwest,2885560.824
2976,SO - 0004191,2017-03-14,Wholesale,12,1005.0,12060.0,703.5,301.5,BTA Corp,Product 5,Erie County,NY,New York,CDP,43.02033,-78.88032,58204,Northeast,3925424.5420000004
2977,SO - 0006647,2017-03-14,Wholesale,9,6170.7,55536.299999999996,3455.592,2715.1079999999997,US Ltd,Product 15,Madison County,TN,Tennessee,City,35.61452,-88.81395,66975,South,3299478.315
2978,SO - 0007412,2017-03-14,Wholesale,12,2452.2000000000003,29426.4,1814.6280000000002,637.5720000000001,NARS Group,Product 1,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,1300092,South,3016489.209
2979,SO - 0008080,2017-03-14,Wholesale,7,964.8000000000001,6753.6,492.04800000000006,472.752,Quimm Company,Product 5,Los Angeles County,CA,California,City,34.01945,-118.49119,93220,West,3925424.5420000004
2980,SO - 0008418,2017-03-14,Distributor,12,3906.1,46873.2,1874.9279999999999,2031.172,Brightdog Corp,Product 1,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,389617,South,3016489.209
2981,SO - 0008406,2017-03-14,Distributor,12,174.20000000000002,2090.4,123.682,50.518000000000015,Gigabox Group,Product 28,Miami-Dade County,FL,Florida,City,25.46872,-80.47756,66498,South,1003867.767
2982,SO - 0010288,2017-03-14,Wholesale,10,6070.2,60702.0,2974.3979999999997,3095.802,Deseret Group,Product 16,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,389965,Midwest,2062061.144
2983,SO - 0010731,2017-03-14,Export,12,1132.3,13587.599999999999,951.132,181.168,Pixoboo Corp,Product 23,Johnson County,IN,Indiana,City,39.61366,-86.10665,55586,Midwest,1135815.7580000001
2984,SO - 000498,2017-03-15,Wholesale,5,3932.9,19664.5,2635.043,1297.857,Fred's Company,Product 10,Napa County,CA,California,City,38.29714,-122.28553,80434,West,864331.624
2985,SO - 000720,2017-03-15,Export,10,991.6,9916.0,575.1279999999999,416.4720000000001,Linkbuzz Ltd,Product 26,Manatee County,FL,Florida,City,27.49893,-82.57482,54437,South,5685138.2700000005
2986,SO - 0002071,2017-03-15,Wholesale,7,3892.7000000000003,27248.9,3308.795,583.9050000000002,Aimbo Corp,Product 2,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,389965,Midwest,3050087.565
2987,SO - 0003115,2017-03-15,Export,12,1996.6000000000001,23959.2,1397.6200000000001,598.98,True Ltd,Product 26,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,1469845,South,5685138.2700000005
2988,SO - 0003274,2017-03-15,Wholesale,12,3912.8,46953.600000000006,1799.8880000000001,2112.9120000000003,Cadila Ltd,Product 19,Washington County,OR,Oregon,City,45.52289,-122.98983,102347,West,1645841.6
2989,SO - 0004092,2017-03-15,Wholesale,8,247.9,1983.2,205.757,42.143,Pacific Ltd,Product 3,Kent County,MI,Michigan,City,42.96336,-85.66809,195097,Midwest,2642352.432
2990,SO - 0005807,2017-03-15,Wholesale,11,1708.5,18793.5,1178.865,529.635,Rhynoodle Ltd,Product 25,Lorain County,OH,Ohio,City,41.45282,-82.18237,63647,Midwest,5342315.484
2991,SO - 0007430,2017-03-15,Distributor,8,944.7,7557.6,651.843,292.8570000000001,Accord Group,Product 3,Stark County,OH,Ohio,Township,40.8686,-81.36892,52710,Midwest,2642352.432
2992,SO - 0007471,2017-03-15,Wholesale,5,1065.3,5326.5,543.303,521.997,SAFEWAY Ltd,Product 5,Cook County,IL,Illinois,Village,41.88503,-87.7845,52287,Midwest,3925424.5420000004
2993,SO - 0007594,2017-03-15,Wholesale,9,167.5,1507.5,73.7,93.8,Dynazzy Company,Product 14,San Diego County,CA,California,City,33.20004,-117.24254,100890,West,4028698.4090000005
2994,SO - 000947,2017-03-15,Wholesale,11,2298.1,25279.1,988.183,1309.917,Wise Company,Product 4,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,89030,Northeast,2885560.824
2995,SO - 0005823,2017-03-15,Wholesale,12,958.1,11497.2,440.72600000000006,517.374,Trunyx Ltd,Product 11,Butte County,CA,California,City,39.72849,-121.83748,90316,West,1230458.484
2996,SO - 0006304,2017-03-15,Wholesale,8,2492.4,19939.2,2043.768,448.63200000000006,Ozu Ltd,Product 20,Racine County,WI,Wisconsin,City,42.72613,-87.78285,77742,Midwest,2067108.1199999999
2997,SO - 0006472,2017-03-15,Wholesale,11,2907.8,31985.800000000003,1570.2120000000002,1337.588,Twinte Group,Product 15,Westchester County,NY,New York,City,40.91149,-73.78235,79846,Northeast,3299478.315
2998,SO - 0009775,2017-03-15,Wholesale,6,2847.5,17085.0,2021.725,825.7750000000001,Ascend Ltd,Product 21,Essex County,NJ,New Jersey,City,40.73566,-74.17237,281944,Northeast,959899.2180000001
2999,SO - 0008287,2017-03-15,Wholesale,7,2010.0,14070.0,1045.2,964.8,Lazzy Group,Product 5,Bibb County,GA,Georgia,Other,32.808840000000004,-83.69419,153515,South,3925424.5420000004
